Z,TotPer_P,TotPer_A,HBW_P,HBW_A,HBShp_P,HBShp_A,HBOth_P,HBOth_A,HBSch_PR_P,HBSch_PR_A,HBSch_SC_P,HBSch_SC_A,HH_NHBW_P,NHBW_P,NHBW_A,HH_NHBNW_P,NHBNW_P,NHBNW_A,TotExt_P,TotExt_A,IX_P,IX_A,XI_P,XI_A,SH_Truck_P,SH_Truck_A,LT_P,LT_A,MD_P,MD_A,HV_P,HV_A,LT_Peop_p,LT_Peop_a,MD_Peop_p,MD_Peop_a,LT_Good_p,LT_Good_a,MD_Good_p,MD_Good_a,HV_Good_p,HV_Good_a,LT_Serv_p,LT_Serv_a,MD_Serv_p,MD_Serv_a,HV_Serv_p,HV_Serv_a,IX_MDp,IX_MDa,IX_HVp,IX_HVa,XI_MDp,XI_MDa,XI_HVp,XI_HVa
2703,5451.1,6294.8,720.1,1045,443.7,1245.1,1814.9,1879.4,183.8,0,163.3,0,336.9,646.4,646.4,789.5,1478.8,1478.8,27.6,62.2,27.6,0,0,62.2,2014.6,2014.6,1184.7,1184.7,562.6,562.6,267.3,267.3,0,0,0,0,1184.7,1184.7,562.6,562.6,267.3,267.3,0,0,0,0,0,0,8.7,0,7.6,0,0,11.9,0,11.4
2704,5886.8,3614.8,1230.6,348.7,629.5,399.9,2533,1875,266.1,0,236.5,0,567.8,269.6,269.6,1084.8,721.6,721.6,41.4,34.3,41.4,0,0,34.3,1730.9,1730.9,1063.2,1063.2,472.3,472.3,195.4,195.4,0,0,0,0,1063.2,1063.2,472.3,472.3,195.4,195.4,0,0,0,0,0,0,7.3,0,5.6,0,0,10,0,8.3
2705,3468.7,3555.5,746.8,285.9,386.3,200.6,1457.2,1433.8,132.5,1007.1,117.8,0,348.2,178.4,178.4,647.9,449.7,449.7,24.6,24.1,24.6,0,0,24.1,1213,1213,742.5,742.5,331.6,331.6,138.9,138.9,0,0,0,0,742.5,742.5,331.6,331.6,138.9,138.9,0,0,0,0,0,0,5.1,0,4,0,0,7,0,5.9
2706,6718.1,6499,1230.2,726.2,612.6,1235,2224.9,2214,172.9,0,153.7,0,575.1,710.9,710.9,1028.2,1612.9,1612.9,39.1,63.4,39.1,0,0,63.4,2270.9,2270.9,1375.4,1375.4,624.4,624.4,271.1,271.1,0,0,0,0,1375.4,1375.4,624.4,624.4,271.1,271.1,0,0,0,0,0,0,9.6,0,7.7,0,0,13.2,0,11.6
2707,990.3,2580.4,122.7,734.7,58.7,196.6,204.3,1072.4,14.8,0,13.2,0,57.8,203.7,203.7,96.4,372.9,372.9,3.7,25.5,3.7,0,0,25.5,889.6,889.6,503.6,503.6,253.2,253.2,132.8,132.8,0,0,0,0,503.6,503.6,253.2,253.2,132.8,132.8,0,0,0,0,0,0,3.9,0,3.8,0,0,5.4,0,5.7
2708,1328.3,4444.4,18.2,1246.7,7.5,673.1,25.2,1250.6,1.8,0,1.6,0,8.8,434.7,434.7,13.9,839.3,839.3,0.5,44.7,0.5,0,0,44.7,1288.7,1288.7,712.8,712.8,370.9,370.9,205.1,205.1,0,0,0,0,712.8,712.8,370.9,370.9,205.1,205.1,0,0,0,0,0,0,5.7,0,5.9,0,0,7.9,0,8.8
2709,1617.8,2776.6,248.1,713.8,131.9,237.2,453.8,1093.8,27.6,0,24.6,0,118.1,253.2,253.2,219.7,478.6,478.6,8.1,27.5,8.1,0,0,27.5,1105.6,1105.6,640.4,640.4,311.1,311.1,154.1,154.1,0,0,0,0,640.4,640.4,311.1,311.1,154.1,154.1,0,0,0,0,0,0,4.8,0,4.4,0,0,6.6,0,6.6
2710,2400.2,1478.8,522.1,172.4,281.3,3.3,1111,1022,108.4,0,96.3,0,242.9,77.4,77.4,483.2,203.8,203.8,18,13.7,18,0,0,13.7,805,805,494.3,494.3,219.7,219.7,91,91,0,0,0,0,494.3,494.3,219.7,219.7,91,91,0,0,0,0,0,0,3.4,0,2.6,0,0,4.7,0,3.9
2711,2096.6,3075.9,382.1,432.8,210,243.9,742.3,1120.9,51.9,614,46.1,0,181,211.1,211.1,350.7,453.1,453.1,12.8,23.8,12.8,0,0,23.8,1033.2,1033.2,582,582,309.8,309.8,141.5,141.5,0,0,0,0,582,582,309.8,309.8,141.5,141.5,0,0,0,0,0,0,4.8,0,4,0,0,6.6,0,6
2712,4667.7,4722.5,949.4,573,526.8,43,2120.6,2277.7,220.3,1173.9,195.8,0,440.3,203.4,203.4,917,451.4,451.4,33.6,33.4,33.6,0,0,33.4,1708.4,1708.4,977.1,977.1,509,509,222.3,222.3,0,0,0,0,977.1,977.1,509,509,222.3,222.3,0,0,0,0,0,0,7.9,0,6.4,0,0,10.8,0,9.5
2713,4293.7,2048.6,993.8,123.6,517.3,31.8,2004.9,1474.5,190,0,168.9,0,461.7,109,109,887.8,309.8,309.8,33.3,18.8,33.3,0,0,18.8,1334.3,1334.3,789.1,789.1,391.9,391.9,153.3,153.3,0,0,0,0,789.1,789.1,391.9,391.9,153.3,153.3,0,0,0,0,0,0,6.1,0,4.4,0,0,8.3,0,6.5
2714,1524.5,6014.1,53.8,1625.6,21.7,603.5,73.7,1727.6,5.5,557.1,4.9,135.5,25.8,513.3,513.3,39.1,851.5,851.5,1.5,53.4,1.5,0,0,53.4,1680,1680,932.4,932.4,482.7,482.7,265,265,0,0,0,0,932.4,932.4,482.7,482.7,265,265,0,0,0,0,0,0,7.5,0,7.6,0,0,10.2,0,11.3
2715,363.8,2209.1,0,1475.9,0,0,0,369.3,0,0,0,0,0,276,276,0,87.8,87.8,0,23.8,0,0,0,23.8,1415.8,1415.8,780.3,780.3,408.1,408.1,227.5,227.5,0,0,0,0,780.3,780.3,408.1,408.1,227.5,227.5,0,0,0,0,0,0,6.3,0,6.5,0,0,8.7,0,9.7
2716,10845.1,12434.2,2121.6,2491.9,1030.5,1261.8,3875.5,4603.8,345.8,635.7,307.3,276.5,987.5,1105.9,1105.9,1706.1,2058.5,2058.5,67.1,113.1,67.1,0,0,113.1,4380.5,4380.5,2619.1,2619.1,1212.8,1212.8,548.7,548.7,0,0,0,0,2619.1,2619.1,1212.8,1212.8,548.7,548.7,0,0,0,0,0,0,18.7,0,15.7,0,0,25.7,0,23.4
2717,2507.3,2451.9,596.1,302.9,272.8,221,918.6,1307.1,52.4,0,46.6,0,285,175,175,459.4,445.8,445.8,17.7,23.3,17.7,0,0,23.3,1206.3,1206.3,739,739,329.7,329.7,137.6,137.6,0,0,0,0,739,739,329.7,329.7,137.6,137.6,0,0,0,0,0,0,5.1,0,3.9,0,0,7,0,5.9
2718,4986.2,6982.4,712,1051.4,351.3,1374.4,1203,1979.2,75.4,0,67.1,0,337.5,852.8,852.8,588.1,1724.6,1724.6,22.1,69.1,22.1,0,0,69.1,2124.9,2124.9,1254,1254,592.3,592.3,278.6,278.6,0,0,0,0,1254,1254,592.3,592.3,278.6,278.6,0,0,0,0,0,0,9.1,0,8,0,0,12.6,0,11.9
2719,5576.7,4517.8,1466.1,314.7,686.9,23.8,2405.6,2516.7,171.8,703.5,152.7,265.7,686.6,188.6,188.6,1138.4,504.9,504.9,44.4,32.7,44.4,0,0,32.7,2144,2144,1329.6,1329.6,582,582,232.4,232.4,0,0,0,0,1329.6,1329.6,582,582,232.4,232.4,0,0,0,0,0,0,9,0,6.6,0,0,12.3,0,9.9
2720,14.9,9.9,2.5,5.1,1.5,0,7.4,3.1,1,0,0.9,0,1.1,1.1,1.1,2.8,0.6,0.6,0.1,0.1,0.1,0,0,0.1,2.7,2.7,1.6,1.6,0.8,0.8,0.3,0.3,0,0,0,0,1.6,1.6,0.8,0.8,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,43.9,31.4,12.3,7.2,5.3,0,18.1,18.3,1.3,0,1.1,0,5.8,2.4,2.4,8.7,3.5,3.5,0.4,0.3,0.4,0,0,0.3,16,16,9.6,9.6,4.7,4.7,1.7,1.7,0,0,0,0,9.6,9.6,4.7,4.7,1.7,1.7,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1
2722,18.8,38.3,4.3,10.4,1.7,0,5.6,21.2,0.3,0,0.2,0,2.1,3,3,3.2,3.7,3.7,0.1,0.4,0.1,0,0,0.4,14.9,14.9,8.6,8.6,4.4,4.4,1.9,1.9,0,0,0,0,8.6,8.6,4.4,4.4,1.9,1.9,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1
2723,1558.8,699.7,321.8,169.6,174.8,0,760.1,399.7,90.9,0,80.8,0,147.7,54.9,54.9,312,75.5,75.5,11.6,6.7,11.6,0,0,6.7,350.2,350.2,209.7,209.7,102.3,102.3,38.2,38.2,0,0,0,0,209.7,209.7,102.3,102.3,38.2,38.2,0,0,0,0,0,0,1.6,0,1.1,0,0,2.2,0,1.6
2724,64.7,35.2,15.7,7.2,7.7,0,29.5,21.4,2.8,0,2.5,0,7.3,2.6,2.6,13.1,4,4,0.5,0.3,0.5,0,0,0.3,18.7,18.7,11.2,11.2,5.5,5.5,2,2,0,0,0,0,11.2,11.2,5.5,5.5,2,2,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1
2725,2829.3,1485.5,580.1,436.8,308.5,23.8,1356.2,731.4,154,0,136.8,0,266.4,133.9,133.9,549,159.6,159.6,20.8,14.6,20.8,0,0,14.6,665.5,665.5,396,396,194.9,194.9,74.6,74.6,0,0,0,0,396,396,194.9,194.9,74.6,74.6,0,0,0,0,0,0,3,0,2.1,0,0,4.1,0,3.2
2726,4179.5,1631.5,860.3,145.1,467.2,51.6,2043.4,1084.3,242.5,0,215.5,0,394.7,101.1,101.1,834.3,249.4,249.4,31.1,15.1,31.1,0,0,15.1,969.1,969.1,577.5,577.5,283.7,283.7,107.9,107.9,0,0,0,0,577.5,577.5,283.7,283.7,107.9,107.9,0,0,0,0,0,0,4.4,0,3.1,0,0,6,0,4.6
2727,58.4,86.9,6.9,15.5,3.3,23.8,12.7,14.3,1.2,0,1,0,3.2,9.9,9.9,5.7,23.3,23.3,0.2,0.9,0.2,0,0,0.9,22.9,22.9,12.5,12.5,7,7,3.4,3.4,0,0,0,0,12.5,12.5,7,7,3.4,3.4,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1
2728,27.9,16.4,7.9,1,3.4,0,11.8,12.2,0.8,0,0.7,0,3.7,0.9,0.9,5.8,2.3,2.3,0.2,0.2,0.2,0,0,0.2,10.7,10.7,6.4,6.4,3.1,3.1,1.2,1.2,0,0,0,0,6.4,6.4,3.1,3.1,1.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
2729,179.3,718,0,232.2,0,79.4,0,227.2,0,0,0,0,0,62.7,62.7,0,116.5,116.5,0,7.2,0,0,0,7.2,243.6,243.6,126.1,126.1,75.5,75.5,42.1,42.1,0,0,0,0,126.1,126.1,75.5,75.5,42.1,42.1,0,0,0,0,0,0,1.2,0,1.2,0,0,1.6,0,1.8
2730,739.1,2642.5,5,1000.6,1.9,277.2,6.4,639.7,0.5,0,0.4,0,2.4,336,336,3.6,389,389,0.1,27.1,0.1,0,0,27.1,1044.1,1044.1,541,541,323.3,323.3,179.8,179.8,0,0,0,0,541,541,323.3,323.3,179.8,179.8,0,0,0,0,0,0,5,0,5.1,0,0,6.9,0,7.7
2731,159.3,711.6,0,329.7,0,35.1,0,187.5,0,0,0,0,0,86.4,86.4,0,72.9,72.9,0,7.4,0,0,0,7.4,285.1,285.1,147.5,147.5,88.3,88.3,49.2,49.2,0,0,0,0,147.5,147.5,88.3,88.3,49.2,49.2,0,0,0,0,0,0,1.4,0,1.4,0,0,1.9,0,2.1
2732,28.1,63.5,5,21.5,1.9,4,6.4,24.1,0.5,0,0.4,0,2.4,5.8,5.8,3.6,8.2,8.2,0.1,0.6,0.1,0,0,0.6,22.9,22.9,12.5,12.5,7,7,3.4,3.4,0,0,0,0,12.5,12.5,7,7,3.4,3.4,0,0,0,0,0,0,0.1,0,0.1,0,0,0.1,0,0.1
2733,1265,6279.3,0,2795.6,0,353.3,0,1865.4,0,0,0,0,0,605.3,605.3,0,659.7,659.7,0,64.4,0,0,0,64.4,2637.2,2637.2,1453.4,1453.4,760.1,760.1,423.7,423.7,0,0,0,0,1453.4,1453.4,760.1,760.1,423.7,423.7,0,0,0,0,0,0,11.7,0,12.1,0,0,16.1,0,18.1
2734,2412.3,5320.1,53.5,851.9,27.6,1776.4,104.2,481.6,8.9,0,7.9,0,24.8,602.6,602.6,47.9,1607.5,1607.5,1.8,53.9,1.8,0,0,53.9,1008.8,1008.8,527.3,527.3,311.4,311.4,170.1,170.1,0,0,0,0,527.3,527.3,311.4,311.4,170.1,170.1,0,0,0,0,0,0,4.8,0,4.9,0,0,6.6,0,7.3
2735,2017.1,4484.6,0,803.3,0,1452.5,0,211.7,0,0,0,0,0,659.1,659.1,0,1358,1358,0,45.9,0,0,0,45.9,855.1,855.1,471.2,471.2,246.5,246.5,137.4,137.4,0,0,0,0,471.2,471.2,246.5,246.5,137.4,137.4,0,0,0,0,0,0,3.8,0,3.9,0,0,5.2,0,5.9
2736,1443.2,3907.8,0,770,0,1086.4,0,608.2,0,0,0,0,0,411.9,411.9,0,1031.3,1031.3,0,39.4,0,0,0,39.4,804.6,804.6,443.5,443.5,231.9,231.9,129.3,129.3,0,0,0,0,443.5,443.5,231.9,231.9,129.3,129.3,0,0,0,0,0,0,3.6,0,3.7,0,0,4.9,0,5.5
2737,6606.6,3820.8,1309,588.3,752.5,6.6,3129.3,2476.2,352.7,0,313.4,0,606.7,211,211,1315.9,538.7,538.7,48.1,35.9,48.1,0,0,35.9,2121.9,2121.9,1291.8,1291.8,581.8,581.8,248.3,248.3,0,0,0,0,1291.8,1291.8,581.8,581.8,248.3,248.3,0,0,0,0,0,0,9,0,7.1,0,0,12.3,0,10.6
2738,4643.7,3710.7,972.7,313.6,528.4,86.7,2162.5,1657.9,232.5,1111.5,206.6,0,449.6,157.4,157.4,922.4,383.7,383.7,34.2,24.3,34.2,0,0,24.3,1415.4,1415.4,868.2,868.2,386.5,386.5,160.7,160.7,0,0,0,0,868.2,868.2,386.5,386.5,160.7,160.7,0,0,0,0,0,0,6,0,4.6,0,0,8.2,0,6.9
2739,7191.7,4293.2,1290.7,478.3,788.8,329,3391.1,2261,376.8,215.5,334.9,0,599.9,290.2,290.2,1427.4,719.3,719.3,50.3,38.6,50.3,0,0,38.6,2071.4,2071.4,1202.4,1202.4,613.4,613.4,255.7,255.7,0,0,0,0,1202.4,1202.4,613.4,613.4,255.7,255.7,0,0,0,0,0,0,9.5,0,7.3,0,0,13,0,10.9
2740,3026.3,6856.9,322.8,1975,187.6,170.7,884.5,3292.9,112.8,0,100.3,0,147.5,425,425,346.1,993.3,993.3,12.7,67.3,12.7,0,0,67.3,2345.7,2345.7,1241.7,1241.7,720.7,720.7,383.4,383.4,0,0,0,0,1241.7,1241.7,720.7,720.7,383.4,383.4,0,0,0,0,0,0,11.1,0,11,0,0,15.3,0,16.4
2741,3947,1094.8,774.8,0,431.5,0,2027.4,878.7,263.3,0,234,0,351.5,50.2,50.2,801.7,165.9,165.9,29.5,9.8,29.5,0,0,9.8,769.9,769.9,461.1,461.1,224.9,224.9,83.9,83.9,0,0,0,0,461.1,461.1,224.9,224.9,83.9,83.9,0,0,0,0,0,0,3.5,0,2.4,0,0,4.8,0,3.6
2742,4265.9,2733,769,164.9,444.5,138.9,2100.6,1110.9,267.5,871.6,237.7,0,350.9,121.9,121.9,824.8,324.8,324.8,30.1,17.4,30.1,0,0,17.4,969,969,566.7,566.7,286,286,116.2,116.2,0,0,0,0,566.7,566.7,286,286,116.2,116.2,0,0,0,0,0,0,4.4,0,3.3,0,0,6.1,0,5
2743,3767.1,1093,742.5,40.1,409.2,0,1922.9,839,253.5,0,225.3,0,336.8,55.5,55.5,756.8,158.4,158.4,28.1,9.9,28.1,0,0,9.9,735.1,735.1,440.3,440.3,214.7,214.7,80.1,80.1,0,0,0,0,440.3,440.3,214.7,214.7,80.1,80.1,0,0,0,0,0,0,3.3,0,2.3,0,0,4.6,0,3.4
2744,3038.1,862.5,576.2,9.2,331.1,0,1573.6,683.4,205.1,0,182.3,0,262.9,40.8,40.8,613.5,129,129,22.5,7.8,22.5,0,0,7.8,598.8,598.8,358.6,358.6,174.9,174.9,65.3,65.3,0,0,0,0,358.6,358.6,174.9,174.9,65.3,65.3,0,0,0,0,0,0,2.7,0,1.9,0,0,3.7,0,2.8
2745,4832.5,3360.9,879.1,495.1,483.6,95.3,2361,1370.3,314.4,848.5,279.4,36.6,395.2,174.8,174.8,905.3,340.2,340.2,33.8,23.7,33.8,0,0,23.7,1145.7,1145.7,659.9,659.9,340.3,340.3,145.4,145.4,0,0,0,0,659.9,659.9,340.3,340.3,145.4,145.4,0,0,0,0,0,0,5.3,0,4.2,0,0,7.2,0,6.2
2746,8338.4,4720.4,1434.8,695.3,853.9,358.2,3898.8,2438.7,488.4,0,434.1,0,660.5,384.8,384.8,1567.5,843.4,843.4,56.4,45.2,56.4,0,0,45.2,2285.8,2285.8,1386.1,1386.1,628.1,628.1,271.6,271.6,0,0,0,0,1386.1,1386.1,628.1,628.1,271.6,271.6,0,0,0,0,0,0,9.7,0,7.8,0,0,13.3,0,11.6
2747,7277.9,8400.9,1337.6,934.1,764.4,71.5,3473.4,2893.1,426.6,570.7,379.2,3035,613.3,295.8,295.8,1401.6,601,601,51,45.6,51,0,0,45.6,2305.2,2305.2,1311,1311,688.5,688.5,305.7,305.7,0,0,0,0,1311,1311,688.5,688.5,305.7,305.7,0,0,0,0,0,0,10.6,0,8.7,0,0,14.6,0,13.1
2748,7566.5,2185.7,1450.5,0,837.3,0,3902,1754.4,500.5,0,444.8,0,663.2,100.1,100.1,1553.5,331.2,331.2,56.4,19.6,56.4,0,0,19.6,1537.1,1537.1,920.6,920.6,449,449,167.5,167.5,0,0,0,0,920.6,920.6,449,449,167.5,167.5,0,0,0,0,0,0,6.9,0,4.8,0,0,9.5,0,7.2
2749,4692,3236.1,849.2,218.8,507.6,246.1,2214.7,1430.7,253.2,698.1,225,0,393.4,168,168,911.7,474.4,474.4,32.7,23.9,32.7,0,0,23.9,1245.6,1245.6,727.3,727.3,367.9,367.9,150.4,150.4,0,0,0,0,727.3,727.3,367.9,367.9,150.4,150.4,0,0,0,0,0,0,5.7,0,4.3,0,0,7.8,0,6.4
2750,5582.2,1919.6,1127.3,18.4,645.3,31.2,2796.8,1465.4,322,0,286.2,0,519.4,98.4,98.4,1166.8,306.2,306.2,42.2,17.4,42.2,0,0,17.4,1293.7,1293.7,773.6,773.6,378.2,378.2,142,142,0,0,0,0,773.6,773.6,378.2,378.2,142,142,0,0,0,0,0,0,5.8,0,4.1,0,0,8,0,6.1
2751,6750.9,1963.7,1309.1,37,757,0,3479.4,1540.8,433.9,0,385.7,0,596.6,95,95,1405,290.9,290.9,50.7,17.7,50.7,0,0,17.7,1349.9,1349.9,808.5,808.5,394.3,394.3,147.1,147.1,0,0,0,0,808.5,808.5,394.3,394.3,147.1,147.1,0,0,0,0,0,0,6.1,0,4.2,0,0,8.4,0,6.3
2752,4902.9,6295.2,933.8,550,514.2,176.1,2229.8,1914.4,256.6,989.5,228.1,1924.8,429.3,230.3,230.3,922.8,510.1,510.1,34,32.2,34,0,0,32.2,1586.1,1586.1,904.8,904.8,473.1,473.1,208.1,208.1,0,0,0,0,904.8,904.8,473.1,473.1,208.1,208.1,0,0,0,0,0,0,7.3,0,5.9,0,0,10,0,8.9
2753,6595.8,1980.3,1293.5,3.1,738.9,0,3384,1586.6,417.6,0,371.2,0,592.4,91.1,91.1,1366.5,299.5,299.5,49.6,17.8,49.6,0,0,17.8,1390,1390,832.5,832.5,406,406,151.5,151.5,0,0,0,0,832.5,832.5,406,406,151.5,151.5,0,0,0,0,0,0,6.3,0,4.3,0,0,8.6,0,6.5
2754,5585.5,1624,1074.1,67.8,607.7,0,2876.9,1238.7,375.5,0,333.8,0,488.4,83.5,83.5,1129.5,233.9,233.9,41.5,14.8,41.5,0,0,14.8,1085.3,1085.3,650,650,317,317,118.3,118.3,0,0,0,0,650,650,317,317,118.3,118.3,0,0,0,0,0,0,4.9,0,3.4,0,0,6.7,0,5.1
2755,3669.5,3102,799,292.2,377.9,453.3,1332.4,1391.1,103.2,0,91.7,0,375.1,283.3,283.3,614,682.2,682.2,24.3,29.7,24.3,0,0,29.7,1360.6,1360.6,834.1,834.1,371.7,371.7,154.9,154.9,0,0,0,0,834.1,834.1,371.7,371.7,154.9,154.9,0,0,0,0,0,0,5.7,0,4.4,0,0,7.9,0,6.6
2756,1170.4,4395.3,1.7,1707.6,0.8,577.3,2.6,945.3,0.2,0,0.1,0,0.8,470.6,470.6,1.3,694.5,694.5,0,45.2,0,0,0,45.2,1676.7,1676.7,924.3,924.3,483.2,483.2,269.2,269.2,0,0,0,0,924.3,924.3,483.2,483.2,269.2,269.2,0,0,0,0,0,0,7.5,0,7.7,0,0,10.2,0,11.5
2757,531.3,1990.8,0,880.6,0,234.6,0,344.3,0,0,0,0,0,244.9,244.9,0,286.4,286.4,0,20.8,0,0,0,20.8,665.7,665.7,366.9,366.9,191.9,191.9,106.9,106.9,0,0,0,0,366.9,366.9,191.9,191.9,106.9,106.9,0,0,0,0,0,0,3,0,3.1,0,0,4.1,0,4.6
2758,1094.9,2732.8,3.8,495.6,1.7,851.5,5.6,302.4,0.3,0,0.2,0,1.9,300,300,3.2,783.3,783.3,0.1,27.7,0.1,0,0,27.7,527.4,527.4,290.9,290.9,152,152,84.6,84.6,0,0,0,0,290.9,290.9,152,152,84.6,84.6,0,0,0,0,0,0,2.3,0,2.4,0,0,3.2,0,3.6
2759,881.4,4399.3,0,1309.6,0,364.6,0,1008.8,0,429.7,0,405.3,0,361.9,361.9,0,519.5,519.5,0,36.3,0,0,0,36.3,1189.5,1189.5,655.5,655.5,342.8,342.8,191.1,191.1,0,0,0,0,655.5,655.5,342.8,342.8,191.1,191.1,0,0,0,0,0,0,5.3,0,5.5,0,0,7.3,0,8.2
2760,1402.3,3667.4,9.3,781.5,4.3,929,14.8,584.9,1,0,0.9,0,4.4,427.2,427.2,7.3,944.8,944.8,0.3,37.1,0.3,0,0,37.1,817.7,817.7,451.7,451.7,235.4,235.4,130.6,130.6,0,0,0,0,451.7,451.7,235.4,235.4,130.6,130.6,0,0,0,0,0,0,3.6,0,3.7,0,0,5,0,5.6
2761,5100.5,6705.2,1128.6,2995.5,557.1,59.5,1975,2496.9,151.7,0,134.8,0,530.2,608.5,608.5,912.7,544.8,544.8,35.3,68.2,35.3,0,0,68.2,4364.7,4364.7,2526.2,2526.2,1228.7,1228.7,609.8,609.8,0,0,0,0,2526.2,2526.2,1228.7,1228.7,609.8,609.8,0,0,0,0,0,0,19,0,17.4,0,0,26,0,26
2762,431.1,1972,0,777.6,0,111.1,0,652.2,0,0,0,0,0,196,196,0,235.1,235.1,0,20,0,0,0,20,775.8,775.8,427.6,427.6,223.6,223.6,124.6,124.6,0,0,0,0,427.6,427.6,223.6,223.6,124.6,124.6,0,0,0,0,0,0,3.5,0,3.6,0,0,4.7,0,5.3
2763,1538.7,1956.9,275.5,419.9,157.2,129.9,557.9,938,41.8,0,37.1,0,130.8,153.5,153.5,260.7,315.6,315.6,9.4,19,9.4,0,0,19,841.1,841.1,496.9,496.9,234.3,234.3,109.9,109.9,0,0,0,0,496.9,496.9,234.3,234.3,109.9,109.9,0,0,0,0,0,0,3.6,0,3.1,0,0,5,0,4.7
2764,845,2871.4,10.9,838.6,4.7,430.1,15.7,790.9,1,0,0.9,0,5.3,267.9,267.9,8.6,543.9,543.9,0.3,28.9,0.3,0,0,28.9,868.2,868.2,479.9,479.9,249.9,249.9,138.4,138.4,0,0,0,0,479.9,479.9,249.9,249.9,138.4,138.4,0,0,0,0,0,0,3.9,0,4,0,0,5.3,0,5.9
2765,6183.7,4115,1398.9,249.5,709.9,477.3,2565.3,2243.6,193.3,0,171.8,0,655.8,302,302,1189.3,842.5,842.5,44.9,38.7,44.9,0,0,38.7,2095.3,2095.3,1300.7,1300.7,568.4,568.4,226.2,226.2,0,0,0,0,1300.7,1300.7,568.4,568.4,226.2,226.2,0,0,0,0,0,0,8.8,0,6.5,0,0,12.1,0,9.7
2766,5161.1,5294.3,919.1,534.2,457.3,1212.4,1626.7,1618.1,120.9,0,107.5,0,431.5,547,547,758.7,1382.6,1382.6,29,51.8,29,0,0,51.8,1733.6,1733.6,1052.6,1052.6,476.1,476.1,205,205,0,0,0,0,1052.6,1052.6,476.1,476.1,205,205,0,0,0,0,0,0,7.3,0,5.9,0,0,10.1,0,8.8
2767,1893.6,2719.7,226.7,474,128.6,561,471.3,680.1,33,0,29.4,0,106.6,338.5,338.5,226.8,666.1,666.1,7.9,27.1,7.9,0,0,27.1,794.6,794.6,462.3,462.3,223.1,223.1,109.2,109.2,0,0,0,0,462.3,462.3,223.1,223.1,109.2,109.2,0,0,0,0,0,0,3.4,0,3.1,0,0,4.7,0,4.7
2768,430.2,1384.1,27.1,462.9,13,114.5,44.6,467.5,3.3,0,3,0,13.1,125.7,125.7,24.5,213.4,213.4,0.8,13.9,0.8,0,0,13.9,515.8,515.8,288.2,288.2,147.7,147.7,79.9,79.9,0,0,0,0,288.2,288.2,147.7,147.7,79.9,79.9,0,0,0,0,0,0,2.3,0,2.3,0,0,3.1,0,3.4
2769,3861.5,5940.3,490.9,968.8,279,1061,992.9,1951,73.8,0,65.6,0,233,620.9,620.9,462.6,1338.5,1338.5,16.8,58.4,16.8,0,0,58.4,1732.8,1732.8,1014.4,1014.4,485,485,233.4,233.4,0,0,0,0,1014.4,1014.4,485,485,233.4,233.4,0,0,0,0,0,0,7.5,0,6.7,0,0,10.3,0,10
2770,784.5,2298.4,0,932.3,0,524,0,57.7,0,0,0,0,0,322.9,322.9,0,461.6,461.6,0,24.3,0,0,0,24.3,298.9,298.9,154.7,154.7,92.6,92.6,51.6,51.6,0,0,0,0,154.7,154.7,92.6,92.6,51.6,51.6,0,0,0,0,0,0,1.4,0,1.5,0,0,2,0,2.2
2771,1259.5,4386.3,0,2049.4,0,602.1,0,475.4,0,0,0,0,0,615.2,615.2,0,644.3,644.3,0,46.3,0,0,0,46.3,1754.1,1754.1,907.9,907.9,543.4,543.4,302.9,302.9,0,0,0,0,907.9,907.9,543.4,543.4,302.9,302.9,0,0,0,0,0,0,8.4,0,8.7,0,0,11.5,0,12.9
2772,2975.1,1441.1,579,308.6,333.3,27.8,1446.8,803.5,166.6,0,148.1,0,267.3,121.2,121.2,599.2,180,180,21.7,13.8,21.7,0,0,13.8,771.5,771.5,453.7,453.7,227.2,227.2,90.6,90.6,0,0,0,0,453.7,453.7,227.2,227.2,90.6,90.6,0,0,0,0,0,0,3.5,0,2.6,0,0,4.8,0,3.9
2773,542,2219.8,7.9,1064.9,5.1,135,26.2,523.7,3.4,0,3,0,3.6,267.5,267.5,9.4,228.9,228.9,0.3,23.1,0.3,0,0,23.1,1105.8,1105.8,573,573,342.4,342.4,190.4,190.4,0,0,0,0,573,573,342.4,342.4,190.4,190.4,0,0,0,0,0,0,5.3,0,5.4,0,0,7.3,0,8.1
2774,1450.1,2097.1,206.9,787.3,119.7,226.3,505.8,578,59.3,0,52.7,0,95.5,202.5,202.5,212.9,303.1,303.1,7.7,21.4,7.7,0,0,21.4,980.4,980.4,526.8,526.8,299.5,299.5,154.1,154.1,0,0,0,0,526.8,526.8,299.5,299.5,154.1,154.1,0,0,0,0,0,0,4.6,0,4.4,0,0,6.3,0,6.6
